2015-07-27 21:32:49.647225,1763676
2015-07-27 21:33:49.678022,1846067
2015-07-27 21:34:49.717671,2012468
2015-07-27 21:35:49.750795,2092303
2015-07-27 21:36:49.783890,2113853
2015-07-27 21:37:49.822825,4204021
2015-07-27 21:38:49.861993,11792237
2015-07-27 21:39:49.892644,19368889
2015-07-27 21:40:49.926693,26944701
2015-07-27 21:41:49.962724,34521583
2015-07-27 21:42:49.994263,42098660
2015-07-27 21:43:50.031224,49675973
2015-07-27 21:44:50.065885,57253217
2015-07-27 21:45:50.096645,64828041
2015-07-27 21:46:50.127761,72405058
2015-07-27 21:47:50.162353,79979975
2015-07-27 21:48:50.192332,87556793
2015-07-27 21:49:50.228360,95136060
2015-07-27 21:50:50.263032,102712948
2015-07-27 21:51:50.301126,110289161
2015-07-27 21:52:50.339736,117865742
2015-07-27 21:53:50.379208,125445304
2015-07-27 21:54:50.417355,133026233
2015-07-27 21:55:50.453449,140606326
2015-07-27 21:56:50.492045,148195793
2015-07-27 21:57:50.533361,155788165
2015-07-27 21:58:50.564737,163381631
2015-07-27 21:59:50.596025,170999895
2015-07-27 22:00:50.628693,178601999
2015-07-27 22:01:50.664591,186203599
2015-07-27 22:02:50.698683,193807571
2015-07-27 22:03:50.731374,201411269
2015-07-27 22:04:50.767240,209010418
2015-07-27 22:05:50.797708,216610043
2015-07-27 22:06:50.833938,224217028
2015-07-27 22:07:50.865796,231820071
2015-07-27 22:08:50.898928,239420765
2015-07-27 22:09:50.929846,247023360
2015-07-27 22:10:50.963921,254621706
2015-07-27 22:11:51.003416,262227489
2015-07-27 22:12:51.038807,269831795
2015-07-27 22:13:51.073427,277449326
2015-07-27 22:14:51.105407,285069105
2015-07-27 22:15:51.143115,292691029
2015-07-27 22:16:51.182185,300305908
2015-07-27 22:17:51.218472,307925824
2015-07-27 22:18:51.253798,315538686
2015-07-27 22:19:51.285167,323163639
2015-07-27 22:20:51.318578,330792400
2015-07-27 22:21:51.358792,338413325
2015-07-27 22:22:51.394344,346030192
2015-07-27 22:23:51.426959,353650773
2015-07-27 22:24:51.458365,361278820
2015-07-27 22:25:51.490336,368907813
2015-07-27 22:26:51.522958,376541133
2015-07-27 22:27:51.556443,384182301
2015-07-27 22:28:51.590465,391817474
2015-07-27 22:29:51.625577,399452923
2015-07-27 22:30:51.663865,407089188
2015-07-27 22:31:51.695136,414718029
2015-07-27 22:32:51.729761,422344994
2015-07-27 22:33:51.761447,429979213
2015-07-27 22:34:51.794576,437614907
2015-07-27 22:35:51.825868,445254429
2015-07-27 22:36:51.859648,452875457
2015-07-27 22:37:51.898560,460495419
2015-07-27 22:38:51.935109,468128460
2015-07-27 22:39:51.972067,475758797
2015-07-27 22:40:52.004045,483388067
2015-07-27 22:41:52.037811,491019931
2015-07-27 22:42:52.074491,498644979
2015-07-27 22:43:52.111531,506241383
2015-07-27 22:44:52.142566,513868656
2015-07-27 22:45:52.178404,521509612
2015-07-27 22:46:52.213094,529150310
2015-07-27 22:47:52.250148,536794064
2015-07-27 22:48:52.282224,544408121
2015-07-27 22:49:52.317058,552022665
2015-07-27 22:50:52.349688,559643232
2015-07-27 22:51:52.384801,567267786
2015-07-27 22:52:52.418363,574880535
2015-07-27 22:53:52.453485,582501177
2015-07-27 22:54:52.485062,590119832
2015-07-27 22:55:52.516875,597742766
2015-07-27 22:56:52.554093,605369243
2015-07-27 22:57:52.591382,613004449
2015-07-27 22:58:52.627681,620642425
2015-07-27 22:59:52.661637,628261212
2015-07-27 23:00:52.692530,635887125
2015-07-27 23:01:52.731130,643500293
2015-07-27 23:02:52.764415,651110937
2015-07-27 23:03:52.801601,658723065
2015-07-27 23:04:52.838654,666358379
2015-07-27 23:05:52.875489,673989705
2015-07-27 23:06:52.906760,681624509
2015-07-27 23:07:52.942988,689266308
2015-07-27 23:08:52.980235,696907174
2015-07-27 23:09:53.013205,704544154
2015-07-27 23:10:53.045362,712172899
2015-07-27 23:11:53.076331,719797750
2015-07-27 23:12:53.111031,727419500
2015-07-27 23:13:53.142599,735053320
2015-07-27 23:14:53.178203,742673800
2015-07-27 23:15:53.211514,750296907
2015-07-27 23:16:53.248524,757916409
2015-07-27 23:17:53.283209,765543296
2015-07-27 23:18:53.314758,773166198
2015-07-27 23:19:53.348446,780806080
2015-07-27 23:20:53.380814,788441706
2015-07-27 23:21:53.415487,796068739
2015-07-27 23:22:53.452131,803704018
2015-07-27 23:23:53.483785,811330798
2015-07-27 23:24:53.517990,818971636
2015-07-27 23:25:53.555128,826599885
2015-07-27 23:26:53.587074,834226042
2015-07-27 23:27:53.618602,841854926
2015-07-27 23:28:53.649631,849473938
2015-07-27 23:29:53.687470,857093914
2015-07-27 23:30:53.723915,864711645
2015-07-27 23:31:53.755949,872334011
2015-07-27 23:32:53.790185,879965088
2015-07-27 23:33:53.826500,887593511
2015-07-27 23:34:53.857303,895225004
2015-07-27 23:35:53.893346,902862247
2015-07-27 23:36:53.930525,910474340
2015-07-27 23:37:53.967735,918098273
2015-07-27 23:38:53.999069,925713674
2015-07-27 23:39:54.032720,933334221
2015-07-27 23:40:54.064908,940957553
2015-07-27 23:41:54.103899,948578940
2015-07-27 23:42:54.134584,956198624
2015-07-27 23:43:54.166072,963812011
2015-07-27 23:44:54.200634,971443609
2015-07-27 23:45:54.232183,979069249
2015-07-27 23:46:54.266963,986696309
2015-07-27 23:47:54.302103,994326557
2015-07-27 23:48:54.335836,1001949133
2015-07-27 23:49:54.370275,1009575362
2015-07-27 23:50:54.408073,1017213551
